address,lat,lng,status,error
京都市上京区智恵光院通一条下る新白水丸町462-17,35.0260641,135.7469717,OK,
岡崎最勝寺町13番地,35.0143505,135.7808027,OK,
小山北上総町49番地の2,35.0445302,135.7583399,OK,
椥辻西浦町1番地の8,34.9763537,135.814013,OK,
太秦安井西裏町11番地の6,35.0167847,135.7173865,OK,
上桂森下町31番地の1,34.9849461,135.6941623,OK,
京町南七丁目35番地の1,34.938073,135.7645014,OK,
醍醐高畑町30番地の1,34.9511106,135.8107724,OK,
醍醐高畑町30番地の1,34.9511106,135.8107724,OK,
醍醐高畑町30番地の1,34.9511106,135.8107724,OK,
醍醐高畑町30番地の1,34.9511106,135.8107724,OK,
醍醐高畑町30番地の1,34.9511106,135.8107724,OK,
醍醐高畑町30番地の1,34.9511106,135.8107724,OK,
醍醐高畑町30番地の1,34.9511106,135.8107724,OK,
醍醐高畑町30番地の1,34.9511106,135.8107724,OK,
醍醐高畑町30番地の1,34.9511106,135.8107724,OK,
久世築山町328番地,34.9578541,135.724731,OK,
久世築山町328番地,34.9578541,135.724731,OK,
久世築山町328番地,34.9578541,135.724731,OK,
久世築山町328番地,34.9578541,135.724731,OK,
久世築山町328番地,34.9578541,135.724731,OK,
久世築山町328番地,34.9578541,135.724731,OK,
下鴨半木町1番地の26,35.0499587,135.7667078,OK,
円山町 円山公園内,35.0035587,135.7805269,OK,
円山町 円山公園内,35.0035587,135.7805269,OK,
室町通蛸薬師下る山伏山町546番2,35.0053026,135.7585356,OK,
室町通蛸薬師下る山伏山町山553,35.0055868,135.75817,OK,
京北矢代中町馬場谷道ノ上29-1ほか,35.181535,135.6003246,OK,
粟田口鳥居町2番地の1,35.0106866,135.7875028,OK,
粟田口鳥居町2番地の1,35.0106866,135.7875028,OK,
西洞院通塩小路下る東塩小路町939番地,34.9863884,135.7557349,OK,
西木屋町通上ノ口上る梅湊町83番地の1,34.9931917,135.7651265,OK,
西木屋町通上ノ口上る梅湊町83番地の1,34.9931917,135.7651265,OK,
西木屋町通上ノ口上る梅湊町83番地の1,34.9931917,135.7651265,OK,
西木屋町通上ノ口上る梅湊町83番地の1,34.9931917,135.7651265,OK,
西木屋町通上ノ口上る梅湊町83番地の1,34.9931917,135.7651265,OK,
西木屋町通上ノ口上る梅湊町83番地の1,34.9931917,135.7651265,OK,
紫野北花ノ坊町18番地,35.0417781,135.7373524,OK,
紫野北花ノ坊町18番地,35.0417781,135.7373524,OK,
紫野北花ノ坊町18番地,35.0417781,135.7373524,OK,
岡崎最勝寺町2番地,35.013766,135.7791351,OK,
岡崎最勝寺町1番地の2,35.0144291,135.7790929,OK,
鹿ケ谷高岸町3番地の2,35.0157719,135.7930535,OK,
鹿ケ谷高岸町3番地の2,35.0157719,135.7930535,OK,
鹿ケ谷高岸町3番地の2,35.0157719,135.7930535,OK,
田中玄京町149番地,35.0324119,135.776352,OK,
田中玄京町149番地,35.0324119,135.776352,OK,
田中玄京町149番地,35.0324119,135.776352,OK,
田中馬場町20番地,35.0325106,135.7759894,OK,
西ノ京新建町12番地の34,35.0095262,135.7328601,OK,
三条通大橋東入2丁目下る巽町442番地の9,35.0079063,135.7769115,OK,
三条通大橋東入2丁目下る巽町442番地の9,35.0079063,135.7769115,OK,
三条通大橋東入2丁目下る巽町442番地の9,35.0079063,135.7769115,OK,
三条通大橋東入2丁目下る巽町442番地の9,35.0079063,135.7769115,OK,
三条通大橋東入2丁目下る巽町442番地の9,35.0079063,135.7769115,OK,
西之町１１１,34.9847647,135.7645014,OK,
上之町38番地,34.986976,135.7650938,OK,
上之町38番地,34.986976,135.7650938,OK,
上之町38番地,34.986976,135.7650938,OK,
上之町38番地,34.986976,135.7650938,OK,
吉祥院砂ノ町45番地,34.9689559,135.7319275,OK,
吉祥院砂ノ町45番地,34.9689559,135.7319275,OK,
吉祥院砂ノ町45番地,34.9689559,135.7319275,OK,
上鳥羽南唐戸町62番地の2,34.97203289999999,135.7421451,OK,
上鳥羽山ノ本町332番地,34.9613601,135.7375359,OK,
久世大築町61番地,34.96042,135.7220146,OK,
久世大築町54番地の1,34.9605316,135.7215678,OK,
醍醐外山街道町21番地の21,34.9399652,135.8135663,OK,
醍醐外山街道町24番地の4,34.9399704,135.8136741,OK,
深草加賀屋敷町6番地の2,34.9495124,135.7580589,OK,
深草加賀屋敷町6番地の2,34.9495124,135.7580589,OK,
深草加賀屋敷町6番地の2,34.9495124,135.7580589,OK,
竹田醍醐田町41番地,34.9485241,135.755347,OK,
深草加賀屋敷町24番地の26,34.9481293,135.7569818,OK,
東洞院通六角下る御射山町262番地,35.0068552,135.7614265,OK,
東洞院通六角下る御射山町262番地,35.0068552,135.7614265,OK,
東洞院通六角下る御射山町262番地,35.0068552,135.7614265,OK,
紫野西御所田町56,35.0409552,135.7534923,OK,
紫野西御所田町56,35.0409552,135.7534923,OK,
紫野西御所田町56,35.0409552,135.7534923,OK,
竹鼻四丁野町42番地,34.9859604,135.8153163,OK,
西九条南田町72番地,34.9762911,135.7479786,OK,
西九条南田町72番地,34.9762911,135.7479786,OK,
深草池ノ内町13,34.9559941,135.7661712,OK,
紫野大徳寺町44番地の1,35.045316,135.7440469,OK,
広河原杓子屋町98番地,35.2503349,135.7657037,OK,
樫原塚ノ本町1番地,34.9720928,135.6920179,OK,
西七条南衣田町42番地の3,34.9888566,135.7315927,OK,
久世上久世町262番地,34.9647956,135.7148384,OK,
唐橋経田町39番地,34.9765471,135.7422062,OK,
京北下中町東石原,35.1968356,135.6389556,OK,
京北宮町宮野80-1,35.204152,135.7199446,OK,
京北細野町東ノ垣内10-2,35.1237705,135.642055,OK,
京北周山町上ノ段16-2ほか,35.1493288,135.6323086,OK,
京北周山町明ケ市,35.1481002,135.6343026,OK,
京北中地町蛸谷口90,35.1387117,135.5930361,OK,
京北比賀江町院谷ほか,35.1817553,135.6630406,OK,
周山町下台5-1,35.1569349,135.6319393,OK,
太秦京ノ道町13番地の10,35.0206978,135.7030112,OK,
松尾鈴川町65番地,34.9926146,135.6962606,OK,
松尾鈴川町65番地,34.9926146,135.6962606,OK,
桂南巽町88番地,34.9805259,135.7011073,OK,
御陵大枝山町三丁目13番地1,34.9871944,135.6680106,OK,
御陵峰ケ堂町二丁目1-346,34.9854828,135.6761816,OK,
大枝北沓掛町七丁目9番13,34.9801779,135.6667046,OK,
大原野灰方町445番地の2,34.9532406,135.6674286,OK,
大原野灰方町445番地の2,34.9532406,135.6674286,OK,
大原野灰方町445番地の2,34.9532406,135.6674286,OK,
羽束師志水町73番地の3,34.9299917,135.727216,OK,
久我御旅町3番地の3,34.9421222,135.7327809,OK,
下板橋町610番地,34.9387967,135.761575,OK,
大和町568番4,34.9427667,135.7606692,OK,
淀水垂町,34.9125157,135.71539,OK,
久世大築町40番地,34.9614289,135.721346,OK,
醍醐外山街道町27番地の2,34.9394979,135.8136176,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
二条通堀川西入二条城町541番地,35.0151103,135.7477878,OK,
南禅寺草川町31番地,35.0116298,135.786946,OK,
南禅寺草川町31番地,35.0116298,135.786946,OK,
南禅寺草川町31番地,35.0116298,135.786946,OK,
南禅寺草川町31番地,35.0116298,135.786946,OK,
岩倉上蔵町100番地,35.078257,135.7831854,OK,
岩倉上蔵町100番地,35.078257,135.7831854,OK,
岩倉上蔵町100番地,35.078257,135.7831854,OK,
岩倉上蔵町100番地,35.078257,135.7831854,OK,
岩倉上蔵町100番地,35.078257,135.7831854,OK,
末丸町284,35.015362,135.7701331,OK,
末丸町284,35.015362,135.7701331,OK,
祇園町北側627番地,35.0049199,135.7792268,OK,
桃山町大蔵,34.9409401,135.7787595,OK,
桃山町大蔵,34.9409401,135.7787595,OK,
桃山町大蔵,34.9409401,135.7787595,OK,
今町659番地の1,34.9354643,135.7618355,OK,
紫野雲林院町44番地の1,35.0410125,135.7496435,OK,
紫野雲林院町44番地の1,35.0410125,135.7496435,OK,
紫野雲林院町44番地の1,35.0410125,135.7496435,OK,
紫野雲林院町44番地の1,35.0410125,135.7496435,OK,
紫野雲林院町44番地の1,35.0410125,135.7496435,OK,
高野西開町5番地,35.0381147,135.7780612,OK,
高野西開町5番地,35.0381147,135.7780612,OK,
高野西開町5番地,35.0381147,135.7780612,OK,
高野西開町5番地,35.0381147,135.7780612,OK,
高野西開町5番地,35.0381147,135.7780612,OK,
岩倉下在地町16番地,35.0745809,135.7858486,OK,
竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
竹鼻四丁野町34番地の1,34.9865066,135.8162216,OK,
新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
新町通松原下る富永町110番地の1,34.9979976,135.7569768,OK,
吉祥院池田町1番地,34.9680441,135.7344384,OK,
吉祥院池田町1番地,34.9680441,135.7344384,OK,
山田大吉見町20番地の3,34.9812722,135.6906131,OK,
向島二ノ丸町151番地の35,34.9173009,135.7730391,OK,
石田西ノ坪1番地の2,34.9385749,135.8008262,OK,
石田西ノ坪1番地の2,34.9385749,135.8008262,OK,
石田西ノ坪1番地の2,34.9385749,135.8008262,OK,
石田西ノ坪1番地の2,34.9385749,135.8008262,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
今出川通大宮東入元伊佐町265番地の1,35.0300843,135.749717,OK,
今出川通大宮東入元伊佐町265番地の1,35.0300843,135.749717,OK,
今出川通大宮東入元伊佐町265番地の1,35.0300843,135.749717,OK,
寺町通荒神口下る松蔭町138番地の1,35.0191422,135.767686,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
岡崎法勝寺町岡崎公園内,35.01341439999999,135.7850382,OK,
清水二丁目205-5,34.9974107,135.7803892,OK,
西九条菅田町7番地,34.9737588,135.7464724,OK,
深草池ノ内町13番地,34.9559941,135.7661712,OK,
深草池ノ内町13番地,34.9559941,135.7661712,OK,
御幸町通仏光寺下る橘町437,35.0008319,135.765757,OK,
御幸町通仏光寺下る橘町437,35.0008319,135.765757,OK,
御幸町通仏光寺下る橘町437,35.0008319,135.765757,OK,
紫野花ノ坊町23番地の1,35.041017,135.7379954,OK,
烏丸通御池上る 元龍池小学校,35.0108822,135.7596054,OK,
烏丸通御池上る 元龍池小学校,35.0108822,135.7596054,OK,
烏丸通御池上る 元龍池小学校,35.0108822,135.7596054,OK,
烏丸通御池上る 元龍池小学校,35.0108822,135.7596054,OK,
下之町6番地の3,34.9859608,135.7648712,OK,
大枝北福西町二丁目300番地3,34.9591142,135.686953,OK,
久我東町216番地,34.9354899,135.7286886,OK,
久我東町216番地,34.9354899,135.7286886,OK,
久我東町216番地,34.9354899,135.7286886,OK,
聚楽廻松下町9番地の2,35.0190312,135.7385579,OK,
聚楽廻松下町9番地の2,35.0190312,135.7385579,OK,
聚楽廻松下町9番地の2,35.0190312,135.7385579,OK,
竹鼻竹ノ街道町92番地,34.9900725,135.8177781,OK,
竹鼻竹ノ街道町92番地,34.9900725,135.8177781,OK,
竹鼻竹ノ街道町92番地,34.9900725,135.8177781,OK,
竹鼻竹ノ街道町92番地,34.9900725,135.8177781,OK,
壬生仙念町30番地の2,35.0038487,135.7352611,OK,
西京極新明町29番地,34.9937522,135.712438,OK,
西京極新明町29番地,34.9937522,135.712438,OK,
西京極新明町29番地,34.9937522,135.712438,OK,
西京極新明町29番地,34.9937522,135.712438,OK,
西京極新明町29番地,34.9937522,135.712438,OK,
西京極徳大寺団子田町64番地,34.9889076,135.7159818,OK,
横大路下ノ坪1番地,34.9156019,135.7351747,OK,
横大路下ノ坪1番地,34.9156019,135.7351747,OK,
横大路下ノ坪1番地,34.9156019,135.7351747,OK,
横大路下ノ坪1番地,34.9156019,135.7351747,OK,
横大路下ノ坪1番地,34.9156019,135.7351747,OK,
横大路下ノ坪1番地,34.9156019,135.7351747,OK,
横大路下ノ坪1番地,34.9156019,135.7351747,OK,
横大路下ノ坪1番地,34.9156019,135.7351747,OK,
横大路下ノ坪1番地,34.9156019,135.7351747,OK,
横大路下ノ坪1番地,34.9156019,135.7351747,OK,
松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
松ケ崎東池ノ内町ほか,35.054192,135.7766854,OK,
松ケ崎平田町ほか,35.0530812,135.7766854,OK,
松ケ崎平田町ほか,35.0530812,135.7766854,OK,
西京極新明町1番地,34.9954941,135.7150132,OK,
西京極新明町1番地,34.9954941,135.7150132,OK,
西京極新明町1番地,34.9954941,135.7150132,OK,
西京極新明町1番地,34.9954941,135.7150132,OK,
田中玄京町44番地の2,35.032788,135.7768706,OK,
西ノ京北小路町4番地,35.0093279,135.7341058,OK,
椥辻西浦町1番地12,34.9769293,135.8137104,OK,
川端町13番地,34.9865299,135.7662746,OK,
川端町13番地,34.9865299,135.7662746,OK,
川端町13番地,34.9865299,135.7662746,OK,
川端町13番地,34.9865299,135.7662746,OK,
吉祥院砂ノ町47番地,34.9689962,135.7323118,OK,
吉祥院砂ノ町47番地,34.9689962,135.7323118,OK,
吉祥院砂ノ町47番地,34.9689962,135.7323118,OK,
久世大築町36番地,34.9616026,135.7211765,OK,
上桂今井町131番地,34.9961007,135.6978375,OK,
醍醐辰巳町4番地の1,34.9421408,135.8135189,OK,
醍醐辰巳町4番地の1,34.9421408,135.8135189,OK,
深草大亀谷五郎太町23番地,34.9415481,135.7776674,OK,
竹田醍醐田町17番地の6,34.9503506,135.7576578,OK,
京北宮町宮野80-1,35.204152,135.7199446,OK,
聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
聖護院円頓美町46番地の2,35.0169923,135.780837,OK,
西京極新明町32番地,34.9947899,135.7151237,OK,
桃山町大蔵地内,34.9409401,135.7787595,OK,
桃山町大蔵地内,34.9409401,135.7787595,OK,
一乗寺御祭田町1番地,35.0422029,135.7865836,OK,
一乗寺御祭田町1番地,35.0422029,135.7865836,OK,
一乗寺御祭田町1番地,35.0422029,135.7865836,OK,
岡崎最勝寺町63番地,35.0144129,135.7820191,OK,
岡崎最勝寺町63番地,35.0144129,135.7820191,OK,
岡崎最勝寺町63番地,35.0144129,135.7820191,OK,
岡崎最勝寺町63番地,35.0144129,135.7820191,OK,
岩倉忠在寺町,35.019943,135.7673863,OK,
岩倉忠在寺町,35.019943,135.7673863,OK,
西ノ京船塚町1番地,35.0121416,135.7369972,OK,
西ノ京船塚町1番地,35.0121416,135.7369972,OK,
西ノ京船塚町1番地,35.0121416,135.7369972,OK,
西ノ京船塚町1番地,35.0121416,135.7369972,OK,
勧修寺東金ケ崎,34.9668398,135.8092899,OK,
東野八反畑町41番地の4,34.9766918,135.8107724,OK,
吉祥院新田下ノ向町,34.971053,135.7230846,OK,
吉祥院新田下ノ向町,34.971053,135.7230846,OK,
吉祥院新田下ノ向町,34.971053,135.7230846,OK,
吉祥院新田下ノ向町,34.971053,135.7230846,OK,
吉祥院新田下ノ向町,34.971053,135.7230846,OK,
吉祥院新田下ノ向町,34.971053,135.7230846,OK,
吉祥院新田下ノ向町,34.971053,135.7230846,OK,
吉祥院新田下ノ向町,34.971053,135.7230846,OK,
上鳥羽仏現寺町12番地,34.9701854,135.7503216,OK,
東九条下殿田町69番地,34.9781421,135.7573089,OK,
東九条下殿田町69番地,34.9781421,135.7573089,OK,
東九条下殿田町69番地,34.9781421,135.7573089,OK,
東九条下殿田町69番地,34.9781421,135.7573089,OK,
東九条下殿田町69番地,34.9781421,135.7573089,OK,
東九条下殿田町69番地,34.9781421,135.7573089,OK,
西院日照町,35.0015904,135.7242685,OK,
西院日照町,35.0015904,135.7242685,OK,
西院日照町,35.0015904,135.7242685,OK,
西院日照町,35.0015904,135.7242685,OK,
牛ケ瀬車ケ瀬,35.1950471,135.7042942,OK,
大枝東新林町二丁目,34.9681142,135.6748659,OK,
大枝東新林町二丁目,34.9681142,135.6748659,OK,
大枝東新林町二丁目,34.9681142,135.6748659,OK,
大枝東新林町二丁目,34.9681142,135.6748659,OK,
下鳥羽六反長町,34.9341709,135.7523947,OK,
下鳥羽六反長町,34.9341709,135.7523947,OK,
下鳥羽六反長町,34.9341709,135.7523947,OK,
桃山泰長老町,34.9300887,135.7741052,OK,
桃山泰長老町,34.9300887,135.7741052,OK,
花脊八桝町250番地,35.2199422,135.7816221,OK,
花脊八桝町250番地,35.2199422,135.7816221,OK,
京北下宇津町向ヒ山,35.1452786,135.5676592,OK,
京北下宇津町向ヒ山,35.1452786,135.5676592,OK,
京北下宇津町向ヒ山,35.1452786,135.5676592,OK,
京北下宇津町向ヒ山,35.1452786,135.5676592,OK,
京北下宇津町向ヒ山,35.1452786,135.5676592,OK,
京北下宇津町向ヒ山,35.1452786,135.5676592,OK,
京北下宇津町向ヒ山,35.1452786,135.5676592,OK,
京北下宇津町向ヒ山,35.1452786,135.5676592,OK,
太秦中山町29番地,35.0266292,135.6998566,OK,
太秦中山町29番地,35.0266292,135.6998566,OK,
日野船尾2番地,34.9346771,135.8215779,OK,
日野船尾2番地,34.9346771,135.8215779,OK,
小塩町初川口ほか,35.8077356,139.7241874,OK,
雲ケ畑中津川町28番地,35.1271908,135.735517,OK,
雲ケ畑中津川町28番地,35.1271908,135.735517,OK,
雲ケ畑中津川町28番地,35.1271908,135.735517,OK,
花脊八桝町,35.2176449,135.7876499,OK,
静市静原町1172,35.1166016,135.7947633,OK,
静市静原町1172,35.1166016,135.7947633,OK,
静市静原町1172,35.1166016,135.7947633,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
朱雀分木町80番地,34.9895853,135.7415486,OK,
吉祥院石原東之口町2番地,34.9640703,135.7317791,OK,
吉祥院石原東之口町2番地,34.9640703,135.7317791,OK,
岡崎成勝寺町9番地の1,35.0126884,135.780982,OK,
京北周山町上寺田1-1,35.1553091,135.6334164,OK,
京北周山町上寺田1-1,35.1553091,135.6334164,OK,
京北宮町宮野93,35.2044219,135.7204946,OK,
